,id,name,type,rarity,event,group,standard,new
zarya-pink,zarya-pink,Pink,sprays,common,,,False,False
zarya-pumped,zarya-pumped,Pumped,sprays,common,,,False,False
zarya-shield,zarya-shield,Shield,sprays,common,,,False,False
zarya-smile,zarya-smile,Smile,sprays,common,,,False,False
zarya-strength,zarya-strength,Strength,sprays,common,,,False,False
zarya-surge,zarya-surge,Surge,sprays,common,,,False,False
zarya-tobelstein,zarya-tobelstein,Tobelstein,sprays,common,,,False,False
zarya-we-are-strong,zarya-we-are-strong,We Are Strong,sprays,common,,,False,False
zarya-weights,zarya-weights,Weights,sprays,common,,,False,False
zarya-wrestle,zarya-wrestle,Wrestle,sprays,common,,,False,False
zarya-weightlifting,zarya-weightlifting,Weightlifting,sprays,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
zarya-trick-or-treat,zarya-trick-or-treat,Trick or Treat,sprays,common,HALLOWEEN,HALLOWEEN_2016,False,False
zarya-matryoshka,zarya-matryoshka,Matryoshka,sprays,common,WINTER_WONDERLAND_2016,,False,False
zarya-ornament,zarya-ornament,Ornament,sprays,common,WINTER_WONDERLAND_2016,,False,False
zarya-calories,zarya-calories,Calories,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
zarya-dragon-dance,zarya-dragon-dance,Dragon Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
zarya-we-can,zarya-we-can,We can!,sprays,common,UPRISING_2017,,False,False
zarya-ten-of-spades,zarya-ten-of-spades,Ten of Spades,sprays,common,ANNIVERSARY_2017,,False,False
zarya-cute,zarya-cute,Cute,sprays,common,,,False,False
zarya-pixel,zarya-pixel,Pixel,sprays,common,,,False,False
zarya-heroic,zarya-heroic,Heroic,intros,common,,,True,False
zarya-deadlift,zarya-deadlift,DEADLIFT,intros,epic,,,False,False
zarya-maximum-charge,zarya-maximum-charge,Maximum Charge,intros,epic,,,False,False
zarya-this-is-strength,zarya-this-is-strength,This Is Strength,intros,epic,,,False,False
zarya-heroic,zarya-heroic,Heroic,poses,common,,,True,False
zarya-casual,zarya-casual,Casual,poses,rare,,,False,False
zarya-check-out-this-gun,zarya-check-out-this-gun,Check out this gun,poses,rare,,,False,False
zarya-flexing,zarya-flexing,Flexing,poses,rare,,,False,False
zarya-rip,zarya-rip,R.I.P.,poses,rare,HALLOWEEN,HALLOWEEN_2016,False,False
zarya-this-is-strength,zarya-this-is-strength,This is strength,poses,rare,UPRISING_2017,,False,False
mccree-watch-and-learn,mccree-watch-and-learn,Watch and learn,voicelines,common,,,True,False
mccree-aint-i-killed-you-before,mccree-aint-i-killed-you-before,Ain't I killed you before,voicelines,common,,,False,False
mccree-happens-to-the-best-of-us,mccree-happens-to-the-best-of-us,Happens to the best of us,voicelines,common,,,False,False
mccree-i-tried-being-reasonable,mccree-i-tried-being-reasonable,I tried being reasonable,voicelines,common,,,False,False
mccree-im-the-quick,mccree-im-the-quick,I'm the quick...,voicelines,common,,,False,False
mccree-im-your-huckleberry,mccree-im-your-huckleberry,I'm your huckleberry,voicelines,common,,,False,False
mccree-ive-got-a-bullet,mccree-ive-got-a-bullet,I've got a bullet...,voicelines,common,,,False,False
mccree-reach-for-the-sky,mccree-reach-for-the-sky,Reach for the sky,voicelines,common,,,False,False
mccree-sure-as-hell-aint-ugly,mccree-sure-as-hell-aint-ugly,Sure as hell ain't ugly,voicelines,common,,,False,False
mccree-wanted-dead-or-alive,mccree-wanted-dead-or-alive,Wanted: dead or alive,voicelines,common,,,False,False
mccree-you-done,mccree-you-done,You done?,voicelines,common,,,False,False
mccree-i-dont-much-like-losing,mccree-i-dont-much-like-losing,I don't much like losing,voicelines,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mccree-its-your-funeral,mccree-its-your-funeral,It's your funeral,voicelines,common,HALLOWEEN,HALLOWEEN_2016,False,False
mccree-had-to-break-the-ice,mccree-had-to-break-the-ice,Had to break the ice,voicelines,common,WINTER_WONDERLAND_2016,,False,False
mccree-calls-for-a-celebration,mccree-calls-for-a-celebration,Calls for a celebration,voicelines,common,YEAR_OF_THE_ROOSTER_2017,,False,False
mccree-a-mans-gotta-have-rules,mccree-a-mans-gotta-have-rules,A man's gotta have rules,voicelines,common,UPRISING_2017,,False,False
mccree-the-old-fashioned-way,mccree-the-old-fashioned-way,The Old Fashioned Way,voicelines,common,UPRISING_2017,,False,False
mccree-buckle-up,mccree-buckle-up,Buckle up,voicelines,common,ANNIVERSARY_2017,,False,False
mccree-next-rounds-on-me,mccree-next-rounds-on-me,Next round's on me,voicelines,common,ANNIVERSARY_2017,,False,False
mccree-boom-goes-the-dynamite,mccree-boom-goes-the-dynamite,Boom goes the dynamite,voicelines,common,SUMMER_GAMES,,False,True
mccree-i-hear-you-pumpkin,mccree-i-hear-you-pumpkin,"I hear you, pumpkin",voicelines,common,HALLOWEEN,,False,True
mccree-badge,mccree-badge,Badge,icons,,,,False,False
mccree-deadeye,mccree-deadeye,Deadeye,icons,,,,False,False
mccree-mccree,mccree-mccree,McCree,icons,,,,False,False
mccree-equestrian,mccree-equestrian,Equestrian,icons,,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mccree-blackwatch,mccree-blackwatch,Blackwatch,icons,,UPRISING_2017,,False,False
mccree-gamf,mccree-gamf,GAMF,icons,,ANNIVERSARY_2017,,False,False
mccree-van-helsing,mccree-van-helsing,Van Helsing,icons,,HALLOWEEN,,False,True
mccree-heroic,mccree-heroic,Heroic,emotes,common,,,True,False
mccree-gunspinning,mccree-gunspinning,Gunspinning,emotes,epic,,,False,False
mccree-hat-tip,mccree-hat-tip,Hat Tip,emotes,epic,,,False,False
mccree-joker,mccree-joker,Joker,emotes,epic,,,False,False
mccree-spit,mccree-spit,Spit,emotes,epic,,,False,False
mccree-take-a-load-off,mccree-take-a-load-off,Take a load off,emotes,epic,,,False,False
mccree-hat-trick,mccree-hat-trick,Hat Trick,emotes,epic,WINTER_WONDERLAND_2016,,False,False
mccree-line-dance,mccree-line-dance,Line Dance,emotes,epic,ANNIVERSARY_2017,,False,False
mccree-classic,mccree-classic,Classic,skins,common,,,True,False
mccree-ebony,mccree-ebony,Ebony,skins,rare,,,False,False
mccree-lake,mccree-lake,Lake,skins,rare,,,False,False
mccree-sage,mccree-sage,Sage,skins,rare,,,False,False
mccree-wheat,mccree-wheat,Wheat,skins,rare,,,False,False
mccree-on-the-range,mccree-on-the-range,On the Range,skins,epic,,,False,False
mccree-white-hat,mccree-white-hat,White Hat,skins,epic,,,False,False
mccree-american,mccree-american,American,skins,epic,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mccree-scrooge,mccree-scrooge,Scrooge,skins,epic,WINTER_WONDERLAND_2016,,False,False
mccree-gambler,mccree-gambler,Gambler,skins,legendary,,,False,False
mccree-mystery-man,mccree-mystery-man,Mystery Man,skins,legendary,,,False,False
mccree-riverboat,mccree-riverboat,Riverboat,skins,legendary,,,False,False
mccree-vigilante,mccree-vigilante,Vigilante,skins,legendary,,,False,False
mccree-blackwatch,mccree-blackwatch,Blackwatch,skins,legendary,UPRISING_2017,,False,False
mccree-lifeguard,mccree-lifeguard,Lifeguard,skins,legendary,SUMMER_GAMES,,False,True
mccree-van-helsing,mccree-van-helsing,Van Helsing,skins,legendary,HALLOWEEN,,False,True
mccree-badge,mccree-badge,Badge,sprays,common,,,False,False
mccree-bamf,mccree-bamf,BAMF,sprays,common,,,False,False
mccree-bang,mccree-bang,Bang!,sprays,common,,,False,False
mccree-buckle,mccree-buckle,Buckle,sprays,common,,,False,False
mccree-bullet,mccree-bullet,Bullet,sprays,common,,,False,False
mccree-deadeye,mccree-deadeye,Deadeye,sprays,common,,,False,False
mccree-draw,mccree-draw,Draw,sprays,common,,,False,False
mccree-enigma,mccree-enigma,Enigma,sprays,common,,,False,False
mccree-gunslinger,mccree-gunslinger,Gunslinger,sprays,common,,,False,False
mccree-high-noon,mccree-high-noon,High Noon,sprays,common,,,False,False
mccree-icon,mccree-icon,Icon,sprays,common,,,False,False
mccree-jesse,mccree-jesse,Jesse,sprays,common,,,False,False
mccree-noose,mccree-noose,Noose,sprays,common,,,False,False
mccree-outlaw,mccree-outlaw,Outlaw,sprays,common,,,False,False
mccree-skull,mccree-skull,Skull,sprays,common,,,False,False
mccree-spin,mccree-spin,Spin,sprays,common,,,False,False
mccree-take-it-easy,mccree-take-it-easy,Take It Easy,sprays,common,,,False,False
mccree-target,mccree-target,Target,sprays,common,,,False,False
mccree-the-names,mccree-the-names,The Name's,sprays,common,,,False,False
mccree-thumbs-up,mccree-thumbs-up,Thumbs Up,sprays,common,,,False,False
mccree-tumbleweed,mccree-tumbleweed,Tumbleweed,sprays,common,,,False,False
mccree-wanted,mccree-wanted,Wanted,sprays,common,,,False,False
mccree-your-face-here,mccree-your-face-here,Your Face Here,sprays,common,,,False,False
mccree-equestrian,mccree-equestrian,Equestrian,sprays,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mccree-trick-or-treat,mccree-trick-or-treat,Trick or Treat,sprays,common,HALLOWEEN,HALLOWEEN_2016,False,False
mccree-ornament,mccree-ornament,Ornament,sprays,common,WINTER_WONDERLAND_2016,,False,False
mccree-ugly-sweater,mccree-ugly-sweater,Ugly Sweater,sprays,common,WINTER_WONDERLAND_2016,,False,False
mccree-call-it,mccree-call-it,Call It,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
mccree-dragon-dance,mccree-dragon-dance,Dragon Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
mccree-target-practice,mccree-target-practice,Target Practice,sprays,common,UPRISING_2017,,False,False
mccree-jack-of-spades,mccree-jack-of-spades,Jack of Spades,sprays,common,ANNIVERSARY_2017,,False,False
mccree-cute,mccree-cute,Cute,sprays,common,,,False,False
mccree-pixel,mccree-pixel,Pixel,sprays,common,,,False,False
mccree-heroic,mccree-heroic,Heroic,intros,common,,,True,False
mccree-rolling-into-action,mccree-rolling-into-action,Rolling into Action,intros,epic,,,False,False
mccree-the-duel,mccree-the-duel,The Duel,intros,epic,,,False,False
mccree-the-names-mccree,mccree-the-names-mccree,The name's McCree,intros,epic,,,False,False
mccree-heroic,mccree-heroic,Heroic,poses,common,,,True,False
mccree-contemplative,mccree-contemplative,Contemplative,poses,rare,,,False,False
mccree-over-the-shoulder,mccree-over-the-shoulder,Over the Shoulder,poses,rare,,,False,False
mccree-take-it-easy,mccree-take-it-easy,Take it easy,poses,rare,,,False,False
mccree-rip,mccree-rip,R.I.P.,poses,rare,HALLOWEEN,HALLOWEEN_2016,False,False
mccree-showdown,mccree-showdown,Showdown,poses,rare,UPRISING_2017,,False,False
mei-hang-in-there,mei-hang-in-there,Hang in there,voicelines,common,,,True,False
mei-ameizing,mei-ameizing,A-Mei-zing!,voicelines,common,,,False,False
mei-chill-out,mei-chill-out,Chill out!,voicelines,common,,,False,False
mei-fight-for-our-world,mei-fight-for-our-world,Fight for our world,voicelines,common,,,False,False
mei-learned-your-lesson,mei-learned-your-lesson,Learned your lesson,voicelines,common,,,False,False
mei-okay,mei-okay,Okay!,voicelines,common,,,False,False
mei-ouch-are-you-okay,mei-ouch-are-you-okay,"Ouch, are you okay?",voicelines,common,,,False,False
mei-sorry-sorry-sorry-sorry,mei-sorry-sorry-sorry-sorry,Sorry sorry sorry sorry,voicelines,common,,,False,False
mei-that-was-great,mei-that-was-great,That was great,voicelines,common,,,False,False
mei-yay,mei-yay,Yay!,voicelines,common,,,False,False
mei-you-have-to-let-it-go,mei-you-have-to-let-it-go,You have to let it go,voicelines,common,,,False,False
mei-overcome-all-obstacles,mei-overcome-all-obstacles,Overcome all obstacles,voicelines,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mei-scary,mei-scary,Scary!,voicelines,common,HALLOWEEN,HALLOWEEN_2016,False,False
mei-i-got-you-something,mei-i-got-you-something,I got you something!,voicelines,common,WINTER_WONDERLAND_2016,,False,False
mei-wishing-you-prosperity,mei-wishing-you-prosperity,Wishing you prosperity,voicelines,common,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-science-this,mei-science-this,Science this,voicelines,common,UPRISING_2017,,False,False
mei-scientific-explanation,mei-scientific-explanation,Scientific explanation,voicelines,common,UPRISING_2017,,False,False
mei-i-was-only-trying-to-help,mei-i-was-only-trying-to-help,I was only trying to help,voicelines,common,ANNIVERSARY_2017,,False,False
mei-so-mean-honestly,mei-so-mean-honestly,So mean! Honestly...,voicelines,common,ANNIVERSARY_2017,,False,False
mei-i-tried-my-best,mei-i-tried-my-best,I tried my best,voicelines,common,SUMMER_GAMES,,False,True
mei-did-you-hear-something,mei-did-you-hear-something,Did you hear something?,voicelines,common,HALLOWEEN,,False,True
mei-hairpin,mei-hairpin,Hairpin,icons,,,,False,False
mei-mei,mei-mei,Mei,icons,,,,False,False
mei-snowball,mei-snowball,Snowball,icons,,,,False,False
mei-table-tennis,mei-table-tennis,Table Tennis,icons,,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mei-change,mei-change,Chang'e,icons,,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-may,mei-may,May,icons,,ANNIVERSARY_2017,,False,False
mei-jiangshi,mei-jiangshi,Jiangshi,icons,,HALLOWEEN,,False,True
mei-heroic,mei-heroic,Heroic,emotes,common,,,True,False
mei-companion,mei-companion,Companion,emotes,epic,,,False,False
mei-giggle,mei-giggle,Giggle,emotes,epic,,,False,False
mei-kneel,mei-kneel,Kneel,emotes,epic,,,False,False
mei-spray,mei-spray,Spray,emotes,epic,,,False,False
mei-yaaaaaaaaay,mei-yaaaaaaaaay,Yaaaaaaaaay!,emotes,epic,,,False,False
mei-snowman,mei-snowman,Snowman,emotes,epic,WINTER_WONDERLAND_2016,,False,False
mei-so-excited,mei-so-excited,So Excited,emotes,epic,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-sunny-dance,mei-sunny-dance,Sunny Dance,emotes,epic,ANNIVERSARY_2017,,False,False
mei-hopping,mei-hopping,Hopping,emotes,epic,HALLOWEEN,,False,True
mei-classic,mei-classic,Classic,skins,common,,,True,False
mei-chrysanthemum,mei-chrysanthemum,Chrysanthemum,skins,rare,,,False,False
mei-heliotrope,mei-heliotrope,Heliotrope,skins,rare,,,False,False
mei-jade,mei-jade,Jade,skins,rare,,,False,False
mei-persimmon,mei-persimmon,Persimmon,skins,rare,,,False,False
mei-earthen,mei-earthen,Earthen,skins,epic,,,False,False
mei-snow-plum,mei-snow-plum,Snow Plum,skins,epic,,,False,False
mei-abominable,mei-abominable,Abominable,skins,legendary,,,False,False
mei-firefighter,mei-firefighter,Firefighter,skins,legendary,,,False,False
mei-rescue-mei,mei-rescue-mei,Rescue Mei,skins,legendary,,,False,False
mei-yeti-hunter,mei-yeti-hunter,Yeti Hunter,skins,legendary,,,False,False
mei-meirry,mei-meirry,Mei-rry,skins,legendary,WINTER_WONDERLAND_2016,,False,False
mei-change,mei-change,Chang'e,skins,legendary,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-luna,mei-luna,Luna,skins,legendary,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-beekeeper,mei-beekeeper,Beekeeper,skins,legendary,ANNIVERSARY_2017,,False,False
mei-jiangshi,mei-jiangshi,Jiangshi,skins,legendary,HALLOWEEN,,False,True
mei-frustration,mei-frustration,>_<,sprays,common,,,False,False
mei-joy,mei-joy,^_^,sprays,common,,,False,False
mei-beat-the-heat,mei-beat-the-heat,Beat the Heat,sprays,common,,,False,False
mei-blaster,mei-blaster,Blaster,sprays,common,,,False,False
mei-carefree,mei-carefree,Carefree,sprays,common,,,False,False
mei-casual,mei-casual,Casual,sprays,common,,,False,False
mei-confident,mei-confident,Confident,sprays,common,,,False,False
mei-dizzy,mei-dizzy,Dizzy,sprays,common,,,False,False
mei-explorer,mei-explorer,Explorer,sprays,common,,,False,False
mei-eyes,mei-eyes,Eyes,sprays,common,,,False,False
mei-hairpin,mei-hairpin,Hairpin,sprays,common,,,False,False
mei-icon,mei-icon,Icon,sprays,common,,,False,False
mei-meis-journal,mei-meis-journal,Mei's Journal,sprays,common,,,False,False
mei-popsicle,mei-popsicle,Popsicle,sprays,common,,,False,False
mei-print,mei-print,Print,sprays,common,,,False,False
mei-reading,mei-reading,Reading,sprays,common,,,False,False
mei-sketch,mei-sketch,Sketch,sprays,common,,,False,False
mei-smile,mei-smile,Smile,sprays,common,,,False,False
mei-snow-art,mei-snow-art,Snow Art,sprays,common,,,False,False
mei-snowball,mei-snowball,Snowball,sprays,common,,,False,False
mei-snowman,mei-snowman,Snowman,sprays,common,,,False,False
mei-soft-serve,mei-soft-serve,Soft Serve,sprays,common,,,False,False
mei-walled,mei-walled,Walled,sprays,common,,,False,False
mei-table-tennis,mei-table-tennis,Table Tennis,sprays,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mei-trick-or-treat,mei-trick-or-treat,Trick or Treat,sprays,common,HALLOWEEN,HALLOWEEN_2016,False,False
mei-ornament,mei-ornament,Ornament,sprays,common,WINTER_WONDERLAND_2016,,False,False
mei-sculpting,mei-sculpting,Sculpting,sprays,common,WINTER_WONDERLAND_2016,,False,False
mei-dragon-dance,mei-dragon-dance,Dragon Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-fortune,mei-fortune,Fortune,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
mei-pajamas,mei-pajamas,Pajamas,sprays,common,UPRISING_2017,,False,False
mei-ten-of-diamonds,mei-ten-of-diamonds,Ten of Diamonds,sprays,common,ANNIVERSARY_2017,,False,False
mei-cute,mei-cute,Cute,sprays,common,,,False,False
mei-pixel,mei-pixel,Pixel,sprays,common,,,False,False
mei-heroic,mei-heroic,Heroic,intros,common,,,True,False
mei-frosty,mei-frosty,Frosty :),intros,epic,,,False,False
mei-going-up,mei-going-up,Going Up!,intros,epic,,,False,False
mei-skating-around,mei-skating-around,Skating Around,intros,epic,,,False,False
mei-ice-scream,mei-ice-scream,Ice Scream,intros,epic,HALLOWEEN,HALLOWEEN_2016,False,False
mei-heroic,mei-heroic,Heroic,poses,common,,,True,False
mei-casual,mei-casual,Casual,poses,rare,,,False,False
mei-hands-on-hips,mei-hands-on-hips,Hands on Hips,poses,rare,,,False,False
mei-kneeling,mei-kneeling,Kneeling,poses,rare,,,False,False
mei-medal,mei-medal,Medal,poses,rare,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
mei-rip,mei-rip,R.I.P.,poses,rare,HALLOWEEN,HALLOWEEN_2016,False,False
mei-lucky,mei-lucky,Lucky!,poses,rare,YEAR_OF_THE_ROOSTER_2017,,False,False
hanzo-expect-nothing-less,hanzo-expect-nothing-less,Expect nothing less,voicelines,common,,,True,False
hanzo-flow-like-water,hanzo-flow-like-water,Flow like water,voicelines,common,,,False,False
hanzo-from-one-thing,hanzo-from-one-thing,From one thing...,voicelines,common,,,False,False
hanzo-hm,hanzo-hm,Hm...,voicelines,common,,,False,False
hanzo-i-do-what-i-must,hanzo-i-do-what-i-must,I do what I must,voicelines,common,,,False,False
hanzo-never-in-doubt,hanzo-never-in-doubt,Never in doubt,voicelines,common,,,False,False
hanzo-never-second-best,hanzo-never-second-best,Never second best,voicelines,common,,,False,False
hanzo-remember-this-moment,hanzo-remember-this-moment,Remember this moment,voicelines,common,,,False,False
hanzo-sake,hanzo-sake,Sake!,voicelines,common,,,False,False
hanzo-spirit-dragon,hanzo-spirit-dragon,Spirit dragon,voicelines,common,,,False,False
hanzo-step-into-the-dojo,hanzo-step-into-the-dojo,Step into the dojo,voicelines,common,,,False,False
hanzo-ignore-all-distractions,hanzo-ignore-all-distractions,Ignore all distractions,voicelines,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
